Geography,Industry,Year,Industry GDP (current C$),Industry GDP (2012 chained C$)
Manitoba,Goods-producing industries,2018,0.0,18714.2
Manitoba,Goods-producing industries,2019,0.0,18449.8
Manitoba,Service-producing industries,2010,36003.7,37322.6
Manitoba,Service-producing industries,2011,37649.7,38317.4
Manitoba,Service-producing industries,2012,39068.4,39068.5
Manitoba,Service-producing industries,2013,40685.0,39801.0
Manitoba,Service-producing industries,2014,42621.5,40867.9
Manitoba,Service-producing industries,2015,44380.0,41592.2
Manitoba,Service-producing industries,2016,45773.8,42527.8
Manitoba,Service-producing industries,2017,47570.2,43542.6
Manitoba,Service-producing industries,2018,0.0,44237.5
Manitoba,Service-producing industries,2019,0.0,44790.7
Manitoba,Industrial production,2010,8880.8,9602.8
Manitoba,Industrial production,2011,10039.1,10192.6
Manitoba,Industrial production,2012,10614.9,10614.9
Manitoba,Industrial production,2013,10652.9,10571.5
Manitoba,Industrial production,2014,10709.1,10628.6
Manitoba,Industrial production,2015,9681.0,10259.2
Manitoba,Industrial production,2016,9762.7,10136.4
Manitoba,Industrial production,2017,10499.1,10457.1
Manitoba,Industrial production,2018,0.0,10682.0
Manitoba,Industrial production,2019,0.0,10482.2
Manitoba,Non-durable manufacturing industries,2010,2554.7,2834.4
Manitoba,Non-durable manufacturing industries,2011,2819.8,2983.8
Manitoba,Non-durable manufacturing industries,2012,3019.1,3019.1
Manitoba,Non-durable manufacturing industries,2013,2914.0,2926.3
Manitoba,Non-durable manufacturing industries,2014,2900.4,3041.6
Manitoba,Non-durable manufacturing industries,2015,2613.8,2833.3
Manitoba,Non-durable manufacturing industries,2016,2562.0,2765.8
Manitoba,Non-durable manufacturing industries,2017,2699.4,2988.6
Manitoba,Non-durable manufacturing industries,2018,0.0,3157.3
Manitoba,Non-durable manufacturing industries,2019,0.0,3046.8
Manitoba,Durable manufacturing industries,2010,2546.0,2813.0
Manitoba,Durable manufacturing industries,2011,2958.7,3009.8
Manitoba,Durable manufacturing industries,2012,3203.1,3203.1
Manitoba,Durable manufacturing industries,2013,3268.7,3363.7
Manitoba,Durable manufacturing industries,2014,3368.8,3336.6
Manitoba,Durable manufacturing industries,2015,3419.4,3165.8
Manitoba,Durable manufacturing industries,2016,3495.3,3079.2
Manitoba,Durable manufacturing industries,2017,3752.9,3181.3
Manitoba,Durable manufacturing industries,2018,0.0,3331.4
Manitoba,Durable manufacturing industries,2019,0.0,3127.2
Manitoba,Information and communication technology sector,2010,1645.6,1762.4
Manitoba,Information and communication technology sector,2011,1747.9,1873.5
Manitoba,Information and communication technology sector,2012,1888.4,1888.4
Manitoba,Information and communication technology sector,2013,1816.4,1844.3
Manitoba,Information and communication technology sector,2014,1807.9,1836.2
Manitoba,Information and communication technology sector,2015,1781.9,1824.1
Manitoba,Information and communication technology sector,2016,1848.6,1921.2
Manitoba,Information and communication technology sector,2017,1846.8,1921.8
Manitoba,Information and communication technology sector,2018,0.0,1990.7
Manitoba,Information and communication technology sector,2019,0.0,2073.4
Manitoba,Energy sector,2010,2855.5,3141.6
Manitoba,Energy sector,2011,3272.6,3375.2
Manitoba,Energy sector,2012,3650.8,3650.8
Manitoba,Energy sector,2013,3877.9,3553.4
Manitoba,Energy sector,2014,3855.9,3616.8
Manitoba,Energy sector,2015,3211.2,3680.4
Manitoba,Energy sector,2016,3276.5,3678.0
Manitoba,Energy sector,2017,3453.8,3707.5
Manitoba,Energy sector,2018,0.0,3745.2
Manitoba,Energy sector,2019,0.0,3943.8
Manitoba,Public sector,2010,12153.0,12735.9
Manitoba,Public sector,2011,12789.6,12996.7
Manitoba,Public sector,2012,13259.5,13259.5
Manitoba,Public sector,2013,13959.8,13249.5
Manitoba,Public sector,2014,14394.4,13278.7
Manitoba,Public sector,2015,14920.5,13463.5
Manitoba,Public sector,2016,15341.3,13642.9
Manitoba,Public sector,2017,15921.9,13848.2
Manitoba,Public sector,2018,0.0,14082.2
Manitoba,Public sector,2019,0.0,14357.2
Manitoba,Cannabis sector,2010,48.0,49.5
Manitoba,Cannabis sector,2011,52.4,53.4
Manitoba,Cannabis sector,2012,57.7,57.7
Manitoba,Cannabis sector,2013,64.6,64.3
Manitoba,Cannabis sector,2014,68.7,72.5
Manitoba,Cannabis sector,2015,69.5,79.2
Manitoba,Cannabis sector,2016,65.7,78.5
Manitoba,Cannabis sector,2017,60.3,78.5
Manitoba,Cannabis sector,2018,0.0,110.6
Manitoba,Cannabis sector,2019,0.0,149.3
Manitoba,Agriculture forestry fishing and hunting,2010,1439.8,2355.7
Manitoba,Agriculture forestry fishing and hunting,2011,1522.5,1962.1
Manitoba,Agriculture forestry fishing and hunting,2012,2420.4,2420.4
Manitoba,Agriculture forestry fishing and hunting,2013,2706.4,3262.6
Manitoba,Agriculture forestry fishing and hunting,2014,2013.0,2720.0
Manitoba,Agriculture forestry fishing and hunting,2015,2459.2,2956.9
Manitoba,Agriculture forestry fishing and hunting,2016,2273.0,3060.4
Manitoba,Agriculture forestry fishing and hunting,2017,3246.6,3672.0
Manitoba,Agriculture forestry fishing and hunting,2018,0.0,3596.3
Manitoba,Agriculture forestry fishing and hunting,2019,0.0,3469.9
Manitoba,Mining quarrying and oil and gas extraction,2010,1970.1,2000.0
Manitoba,Mining quarrying and oil and gas extraction,2011,2465.5,2209.4
Manitoba,Mining quarrying and oil and gas extraction,2012,2433.1,2433.1
Manitoba,Mining quarrying and oil and gas extraction,2013,2386.1,2277.5
Manitoba,Mining quarrying and oil and gas extraction,2014,2320.1,2211.8
Manitoba,Mining quarrying and oil and gas extraction,2015,1537.4,2176.8
Manitoba,Mining quarrying and oil and gas extraction,2016,1404.2,2086.7
Manitoba,Mining quarrying and oil and gas extraction,2017,1680.2,2087.7
Manitoba,Mining quarrying and oil and gas extraction,2018,0.0,2034.1
Manitoba,Mining quarrying and oil and gas extraction,2019,0.0,1970.6
Manitoba,Utilities,2010,1682.9,1841.8
Manitoba,Utilities,2011,1656.8,1858.4
Manitoba,Utilities,2012,1804.3,1804.3
Manitoba,Utilities,2013,1926.1,1843.0
Manitoba,Utilities,2014,1953.7,1872.3
Manitoba,Utilities,2015,1953.8,1934.4
Manitoba,Utilities,2016,2128.5,2017.3
Manitoba,Utilities,2017,2171.5,2002.0
Manitoba,Utilities,2018,0.0,1959.5
Manitoba,Utilities,2019,0.0,2111.8
Manitoba,Construction,2010,3310.9,3772.1
Manitoba,Construction,2011,3388.6,3664.3
Manitoba,Construction,2012,3727.7,3727.7
Manitoba,Construction,2013,3982.7,3776.8
Manitoba,Construction,2014,4322.1,4131.8
Manitoba,Construction,2015,4595.0,4337.2
Manitoba,Construction,2016,4653.0,4306.3
Manitoba,Construction,2017,4886.3,4489.9
Manitoba,Construction,2018,0.0,4628.0
Manitoba,Construction,2019,0.0,4683.3
Manitoba,Manufacturing,2010,5100.7,5643.9
Manitoba,Manufacturing,2011,5778.5,5991.0
Manitoba,Manufacturing,2012,6222.3,6222.3
Manitoba,Manufacturing,2013,6182.8,6291.5
Manitoba,Manufacturing,2014,6269.2,6378.2
Manitoba,Manufacturing,2015,6033.1,6001.8
Manitoba,Manufacturing,2016,6057.3,5846.4
Manitoba,Manufacturing,2017,6452.3,6154.8
Manitoba,Manufacturing,2018,0.0,6469.0
Manitoba,Manufacturing,2019,0.0,6142.7
Manitoba,Wholesale trade,2010,2793.4,2790.0
Manitoba,Wholesale trade,2011,2793.0,2797.9
Manitoba,Wholesale trade,2012,2766.6,2766.6
Manitoba,Wholesale trade,2013,2860.8,2934.0
Manitoba,Wholesale trade,2014,3167.5,3305.0
Manitoba,Wholesale trade,2015,2995.1,3034.5
Manitoba,Wholesale trade,2016,3046.9,3027.1
Manitoba,Wholesale trade,2017,3164.8,3105.4
Manitoba,Wholesale trade,2018,0.0,3149.2
Manitoba,Wholesale trade,2019,0.0,3067.1
Manitoba,Retail trade,2010,2791.3,2929.3
Manitoba,Retail trade,2011,2903.6,2999.0
Manitoba,Retail trade,2012,3006.0,3006.0
Manitoba,Retail trade,2013,3089.5,3134.9
Manitoba,Retail trade,2014,3273.2,3120.3
Manitoba,Retail trade,2015,3498.5,3176.3
Manitoba,Retail trade,2016,3604.7,3259.7
Manitoba,Retail trade,2017,3744.0,3337.6
Manitoba,Retail trade,2018,0.0,3363.7
Manitoba,Retail trade,2019,0.0,3377.6
Manitoba,Transportation and warehousing,2010,2846.3,2940.4
Manitoba,Transportation and warehousing,2011,3014.2,3057.0
Manitoba,Transportation and warehousing,2012,3114.2,3114.2
Manitoba,Transportation and warehousing,2013,3239.5,3151.6
Manitoba,Transportation and warehousing,2014,3450.7,3364.4
Manitoba,Transportation and warehousing,2015,3716.4,3612.3
Manitoba,Transportation and warehousing,2016,3804.0,3740.9
Manitoba,Transportation and warehousing,2017,3976.3,3971.0
Manitoba,Transportation and warehousing,2018,0.0,4100.4
Manitoba,Transportation and warehousing,2019,0.0,4099.5
Manitoba,Information and cultural industries,2010,1529.0,1634.3
Manitoba,Information and cultural industries,2011,1599.8,1666.1
Manitoba,Information and cultural industries,2012,1673.6,1673.6
Manitoba,Information and cultural industries,2013,1696.6,1633.4
Manitoba,Information and cultural industries,2014,1697.3,1626.8
Manitoba,Information and cultural industries,2015,1709.0,1672.1
Manitoba,Information and cultural industries,2016,1732.0,1749.8
Manitoba,Information and cultural industries,2017,1657.5,1684.1
Manitoba,Information and cultural industries,2018,0.0,1721.2
Manitoba,Information and cultural industries,2019,0.0,1766.9
Manitoba,Finance and insurance,2010,2873.0,2799.1
Manitoba,Finance and insurance,2011,2888.1,2867.3
Manitoba,Finance and insurance,2012,2915.3,2915.3
Manitoba,Finance and insurance,2013,3068.6,3018.0
Manitoba,Finance and insurance,2014,3211.8,3031.6
Manitoba,Finance and insurance,2015,3421.4,3153.5
Manitoba,Finance and insurance,2016,3477.6,3284.3
Manitoba,Finance and insurance,2017,3715.8,3459.9
Manitoba,Finance and insurance,2018,0.0,3486.5
Manitoba,Finance and insurance,2019,0.0,3565.8
Manitoba,Real estate and rental and leasing,2010,6121.8,6322.6
Manitoba,Real estate and rental and leasing,2011,6447.4,6512.4
Manitoba,Real estate and rental and leasing,2012,6776.3,6776.4
Manitoba,Real estate and rental and leasing,2013,6940.0,6961.2
Manitoba,Real estate and rental and leasing,2014,7295.3,7209.4
Manitoba,Real estate and rental and leasing,2015,7636.7,7457.5
Manitoba,Real estate and rental and leasing,2016,7979.5,7668.5
Manitoba,Real estate and rental and leasing,2017,8341.5,7926.0
Manitoba,Real estate and rental and leasing,2018,0.0,8116.9
Manitoba,Real estate and rental and leasing,2019,0.0,8279.9
Manitoba,Professional scientific and technical services,2010,1456.5,1565.6
Manitoba,Professional scientific and technical services,2011,1571.7,1649.6
Manitoba,Professional scientific and technical services,2012,1691.0,1691.0
Manitoba,Professional scientific and technical services,2013,1846.3,1806.1
Manitoba,Professional scientific and technical services,2014,1947.1,1866.8
Manitoba,Professional scientific and technical services,2015,2027.5,1866.4
Manitoba,Professional scientific and technical services,2016,2191.7,1987.4
Manitoba,Professional scientific and technical services,2017,2229.6,1967.0
Manitoba,Professional scientific and technical services,2018,0.0,1994.3
Manitoba,Professional scientific and technical services,2019,0.0,2045.3
Manitoba,Management of companies and enterprises,2010,312.1,340.1
Manitoba,Management of companies and enterprises,2011,328.2,362.2
Manitoba,Management of companies and enterprises,2012,388.2,388.2
Manitoba,Management of companies and enterprises,2013,398.7,411.2
Manitoba,Management of companies and enterprises,2014,375.8,373.3
Manitoba,Management of companies and enterprises,2015,435.9,409.9
Manitoba,Management of companies and enterprises,2016,369.8,347.7
Manitoba,Management of companies and enterprises,2017,310.5,308.0
Manitoba,Management of companies and enterprises,2018,0.0,259.1
Manitoba,Management of companies and enterprises,2019,0.0,215.0
Manitoba,Administrative and support waste management and remediation services,2010,833.1,881.1
Manitoba,Administrative and support waste management and remediation services,2011,885.6,905.9
Manitoba,Administrative and support waste management and remediation services,2012,967.5,967.5
Manitoba,Administrative and support waste management and remediation services,2013,1009.2,971.5
Manitoba,Administrative and support waste management and remediation services,2014,1051.5,992.5
Manitoba,Administrative and support waste management and remediation services,2015,1083.1,996.9
Manitoba,Administrative and support waste management and remediation services,2016,1147.3,1023.4
Manitoba,Administrative and support waste management and remediation services,2017,1242.9,1063.0
Manitoba,Administrative and support waste management and remediation services,2018,0.0,1051.0
Manitoba,Administrative and support waste management and remediation services,2019,0.0,1055.1
Manitoba,Educational services,2010,2903.3,3066.5
Manitoba,Educational services,2011,3106.9,3130.8
Manitoba,Educational services,2012,3219.1,3219.1
Manitoba,Educational services,2013,3330.0,3265.0
Manitoba,Educational services,2014,3468.6,3349.5
Manitoba,Educational services,2015,3557.4,3361.9
Manitoba,Educational services,2016,3715.9,3424.3
Manitoba,Educational services,2017,3795.8,3470.0
Manitoba,Educational services,2018,0.0,3544.9
Manitoba,Educational services,2019,0.0,3632.6
Manitoba,Health care and social assistance,2010,4682.1,5028.2
Manitoba,Health care and social assistance,2011,4868.3,5086.9
Manitoba,Health care and social assistance,2012,5185.0,5185.0
Manitoba,Health care and social assistance,2013,5391.1,5185.0
Manitoba,Health care and social assistance,2014,5654.2,5215.6
Manitoba,Health care and social assistance,2015,5972.9,5345.4
Manitoba,Health care and social assistance,2016,6157.4,5416.3
Manitoba,Health care and social assistance,2017,6369.9,5499.3
Manitoba,Health care and social assistance,2018,0.0,5570.3
Manitoba,Health care and social assistance,2019,0.0,5697.2
Manitoba,Arts entertainment and recreation,2010,399.0,407.8
Manitoba,Arts entertainment and recreation,2011,425.4,426.5
Manitoba,Arts entertainment and recreation,2012,434.5,434.5
Manitoba,Arts entertainment and recreation,2013,427.8,413.2
Manitoba,Arts entertainment and recreation,2014,464.1,446.4
Manitoba,Arts entertainment and recreation,2015,503.2,443.6
Manitoba,Arts entertainment and recreation,2016,536.9,456.5
Manitoba,Arts entertainment and recreation,2017,563.1,475.8
Manitoba,Arts entertainment and recreation,2018,0.0,480.7
Manitoba,Arts entertainment and recreation,2019,0.0,483.9
Manitoba,Accommodation and food services,2010,935.5,946.2
Manitoba,Accommodation and food services,2011,980.8,996.3
Manitoba,Accommodation and food services,2012,1015.1,1015.1
Manitoba,Accommodation and food services,2013,1052.4,1041.4
Manitoba,Accommodation and food services,2014,1110.6,1095.8
Manitoba,Accommodation and food services,2015,1228.0,1137.9
Manitoba,Accommodation and food services,2016,1313.8,1172.4
Manitoba,Accommodation and food services,2017,1416.9,1211.4
Manitoba,Accommodation and food services,2018,0.0,1245.0
Manitoba,Accommodation and food services,2019,0.0,1284.0
Manitoba,Other services (except public administration),2010,959.7,995.3
Manitoba,Other services (except public administration),2011,1022.2,1045.3
Manitoba,Other services (except public administration),2012,1060.6,1060.6
Manitoba,Other services (except public administration),2013,1096.0,1077.0
Manitoba,Other services (except public administration),2014,1182.1,1157.5
Manitoba,Other services (except public administration),2015,1204.7,1153.8
Manitoba,Other services (except public administration),2016,1228.4,1155.4
Manitoba,Other services (except public administration),2017,1285.3,1180.9
Manitoba,Other services (except public administration),2018,0.0,1185.5
Manitoba,Other services (except public administration),2019,0.0,1171.2
Manitoba,Public administration,2010,4567.6,4678.9
Manitoba,Public administration,2011,4814.4,4815.6
Manitoba,Public administration,2012,4855.4,4855.5
Manitoba,Public administration,2013,5238.7,4800.5
Manitoba,Public administration,2014,5271.6,4720.4
Manitoba,Public administration,2015,5390.2,4761.9
Manitoba,Public administration,2016,5468.0,4809.0
Manitoba,Public administration,2017,5756.2,4885.4
Manitoba,Public administration,2018,0.0,4974.5
Manitoba,Public administration,2019,0.0,5036.7
Saskatchewan,All industries,2010,59948.6,68913.4
Saskatchewan,All industries,2011,71287.5,72611.6
Saskatchewan,All industries,2012,73952.2,73952.2
Saskatchewan,All industries,2013,78937.4,78708.5
Saskatchewan,All industries,2014,78506.4,80175.7
Saskatchewan,All industries,2015,75306.2,79574.2
Saskatchewan,All industries,2016,71463.8,79317.5
Saskatchewan,All industries,2017,75302.1,81121.1
Saskatchewan,All industries,2018,0.0,82091.9
Saskatchewan,All industries,2019,0.0,81383.6
Saskatchewan,Goods-producing industries,2010,27871.4,34881.1
Saskatchewan,Goods-producing industries,2011,36479.7,37098.2
Saskatchewan,Goods-producing industries,2012,37328.8,37328.9
Saskatchewan,Goods-producing industries,2013,40481.5,41334.1
Saskatchewan,Goods-producing industries,2014,38217.6,42078.4
Saskatchewan,Goods-producing industries,2015,34202.4,41053.1
Saskatchewan,Goods-producing industries,2016,29787.6,40451.8
Saskatchewan,Goods-producing industries,2017,32529.8,41608.4
Saskatchewan,Goods-producing industries,2018,0.0,41975.2
Saskatchewan,Goods-producing industries,2019,0.0,40734.0
Saskatchewan,Service-producing industries,2010,32077.3,34011.7
Saskatchewan,Service-producing industries,2011,34807.8,35526.3
Saskatchewan,Service-producing industries,2012,36623.4,36623.3
Saskatchewan,Service-producing industries,2013,38455.9,37481.0
Saskatchewan,Service-producing industries,2014,40288.8,38206.8
Saskatchewan,Service-producing industries,2015,41103.8,38504.5
Saskatchewan,Service-producing industries,2016,41676.2,38723.4
Saskatchewan,Service-producing industries,2017,42772.2,39436.7
Saskatchewan,Service-producing industries,2018,0.0,40004.7
Saskatchewan,Service-producing industries,2019,0.0,40326.0
Saskatchewan,Industrial production,2010,20205.2,24717.1
Saskatchewan,Industrial production,2011,25796.7,26092.6
Saskatchewan,Industrial production,2012,25575.5,25575.4
Saskatchewan,Industrial production,2013,25796.9,26613.1
Saskatchewan,Industrial production,2014,26244.1,28323.8
Saskatchewan,Industrial production,2015,20386.7,27784.4
Saskatchewan,Industrial production,2016,16579.6,26735.1
Saskatchewan,Industrial production,2017,19505.7,28550.1
Saskatchewan,Industrial production,2018,0.0,29405.2
Saskatchewan,Industrial production,2019,0.0,28308.5
Saskatchewan,Non-durable manufacturing industries,2010,1869.3,2617.8
Saskatchewan,Non-durable manufacturing industries,2011,2597.6,2757.2
Saskatchewan,Non-durable manufacturing industries,2012,2783.7,2783.7
Saskatchewan,Non-durable manufacturing industries,2013,2814.5,2969.1
Saskatchewan,Non-durable manufacturing industries,2014,2685.3,3109.7
Saskatchewan,Non-durable manufacturing industries,2015,2476.9,3170.1
Saskatchewan,Non-durable manufacturing industries,2016,2380.8,3047.5
Saskatchewan,Non-durable manufacturing industries,2017,2587.3,3066.6
Saskatchewan,Non-durable manufacturing industries,2018,0.0,3146.0
Saskatchewan,Non-durable manufacturing industries,2019,0.0,2936.1
Saskatchewan,Durable manufacturing industries,2010,1634.6,1702.9
Saskatchewan,Durable manufacturing industries,2011,1695.3,1822.8
Saskatchewan,Durable manufacturing industries,2012,2060.7,2060.7
Saskatchewan,Durable manufacturing industries,2013,2060.5,2182.6
Saskatchewan,Durable manufacturing industries,2014,2035.0,2182.1
Saskatchewan,Durable manufacturing industries,2015,1828.1,1905.3
Saskatchewan,Durable manufacturing industries,2016,1695.2,1705.3
Saskatchewan,Durable manufacturing industries,2017,1704.5,1729.1
Saskatchewan,Durable manufacturing industries,2018,0.0,1765.7
Saskatchewan,Durable manufacturing industries,2019,0.0,1694.6
Saskatchewan,Information and communication technology sector,2010,1266.9,1278.3
Saskatchewan,Information and communication technology sector,2011,1297.3,1334.1
Saskatchewan,Information and communication technology sector,2012,1426.3,1426.3
Saskatchewan,Information and communication technology sector,2013,1372.5,1409.0
Saskatchewan,Information and communication technology sector,2014,1400.4,1445.2
Saskatchewan,Information and communication technology sector,2015,1427.5,1490.7
Saskatchewan,Information and communication technology sector,2016,1466.3,1585.3
Saskatchewan,Information and communication technology sector,2017,1511.4,1518.2
Saskatchewan,Information and communication technology sector,2018,0.0,1559.0
Saskatchewan,Information and communication technology sector,2019,0.0,1590.4
Saskatchewan,Energy sector,2010,13721.5,16236.0
Saskatchewan,Energy sector,2011,16587.0,16690.2
Saskatchewan,Energy sector,2012,17038.6,17038.6
Saskatchewan,Energy sector,2013,17964.1,17146.3
Saskatchewan,Energy sector,2014,18666.8,18422.8
Saskatchewan,Energy sector,2015,12580.5,18274.8
Saskatchewan,Energy sector,2016,10960.1,17699.6
Saskatchewan,Energy sector,2017,12890.7,18704.7
Saskatchewan,Energy sector,2018,0.0,18707.7
Saskatchewan,Energy sector,2019,0.0,18471.1
Saskatchewan,Public sector,2010,9959.2,11083.8
Saskatchewan,Public sector,2011,10793.6,11269.1
Saskatchewan,Public sector,2012,11152.9,11152.9
Saskatchewan,Public sector,2013,11487.0,11138.5
Saskatchewan,Public sector,2014,11902.0,11272.9
Saskatchewan,Public sector,2015,12488.5,11527.3
Saskatchewan,Public sector,2016,12898.2,11699.3
Saskatchewan,Public sector,2017,13301.7,11880.0
Saskatchewan,Public sector,2018,0.0,12188.0
Saskatchewan,Public sector,2019,0.0,12501.1
Saskatchewan,Cannabis sector,2010,32.0,32.8
Saskatchewan,Cannabis sector,2011,36.0,36.7
Saskatchewan,Cannabis sector,2012,41.5,41.5
Saskatchewan,Cannabis sector,2013,48.6,48.2
Saskatchewan,Cannabis sector,2014,48.8,51.5
Saskatchewan,Cannabis sector,2015,49.5,56.5
Saskatchewan,Cannabis sector,2016,45.7,55.0
Saskatchewan,Cannabis sector,2017,41.3,54.4
Saskatchewan,Cannabis sector,2018,0.0,55.9
Saskatchewan,Cannabis sector,2019,0.0,59.8
Saskatchewan,Agriculture forestry fishing and hunting,2010,2969.2,4505.6
Saskatchewan,Agriculture forestry fishing and hunting,2011,5347.1,5228.4
Saskatchewan,Agriculture forestry fishing and hunting,2012,5284.2,5284.2
Saskatchewan,Agriculture forestry fishing and hunting,2013,7808.2,7585.2
Saskatchewan,Agriculture forestry fishing and hunting,2014,4417.2,6073.4
Saskatchewan,Agriculture forestry fishing and hunting,2015,6847.1,6491.7
Saskatchewan,Agriculture forestry fishing and hunting,2016,6800.1,7176.7
Saskatchewan,Agriculture forestry fishing and hunting,2017,6628.1,6990.3
Saskatchewan,Agriculture forestry fishing and hunting,2018,0.0,7031.9
Saskatchewan,Agriculture forestry fishing and hunting,2019,0.0,7102.5
Saskatchewan,Mining quarrying and oil and gas extraction,2010,15286.9,18835.1
Saskatchewan,Mining quarrying and oil and gas extraction,2011,19974.7,19904.9
Saskatchewan,Mining quarrying and oil and gas extraction,2012,19118.5,19118.5
Saskatchewan,Mining quarrying and oil and gas extraction,2013,19095.5,19823.9
Saskatchewan,Mining quarrying and oil and gas extraction,2014,19690.4,21393.4
Saskatchewan,Mining quarrying and oil and gas extraction,2015,14133.4,20985.9
Saskatchewan,Mining quarrying and oil and gas extraction,2016,10384.3,20187.1
Saskatchewan,Mining quarrying and oil and gas extraction,2017,12873.8,22023.7
Saskatchewan,Mining quarrying and oil and gas extraction,2018,0.0,22710.0
Saskatchewan,Mining quarrying and oil and gas extraction,2019,0.0,21929.5
Saskatchewan,Utilities,2010,1353.5,1516.5
Saskatchewan,Utilities,2011,1446.4,1542.8
Saskatchewan,Utilities,2012,1520.0,1520.0
Saskatchewan,Utilities,2013,1722.9,1527.5
Saskatchewan,Utilities,2014,1718.0,1540.4
Saskatchewan,Utilities,2015,1828.5,1621.0
Saskatchewan,Utilities,2016,1998.3,1664.1
Saskatchewan,Utilities,2017,2207.3,1770.7
Saskatchewan,Utilities,2018,0.0,1828.0
Saskatchewan,Utilities,2019,0.0,1810.6
Saskatchewan,Construction,2010,4757.8,5706.9
Saskatchewan,Construction,2011,5418.6,5858.2
Saskatchewan,Construction,2012,6561.7,6561.7
Saskatchewan,Construction,2013,6979.9,7049.5
Saskatchewan,Construction,2014,7671.6,7409.5
Saskatchewan,Construction,2015,7088.4,6631.3
Saskatchewan,Construction,2016,6528.9,6210.5
Saskatchewan,Construction,2017,6528.9,6094.2
Saskatchewan,Construction,2018,0.0,5775.6
Saskatchewan,Construction,2019,0.0,5519.4
Saskatchewan,Manufacturing,2010,3503.9,4316.2
Saskatchewan,Manufacturing,2011,4292.9,4576.9
Saskatchewan,Manufacturing,2012,4844.4,4844.4
Saskatchewan,Manufacturing,2013,4875.0,5151.4
Saskatchewan,Manufacturing,2014,4720.3,5289.6
Saskatchewan,Manufacturing,2015,4305.0,5047.0
Saskatchewan,Manufacturing,2016,4076.0,4707.3
Saskatchewan,Manufacturing,2017,4291.7,4751.4
Saskatchewan,Manufacturing,2018,0.0,4865.9
Saskatchewan,Manufacturing,2019,0.0,4586.6
Saskatchewan,Wholesale trade,2010,2916.7,3016.6
Saskatchewan,Wholesale trade,2011,3469.8,3484.6
Saskatchewan,Wholesale trade,2012,3647.5,3647.5
Saskatchewan,Wholesale trade,2013,3832.5,3823.9
Saskatchewan,Wholesale trade,2014,4199.8,3982.3
Saskatchewan,Wholesale trade,2015,3956.0,3713.2
Saskatchewan,Wholesale trade,2016,4079.7,3740.8
Saskatchewan,Wholesale trade,2017,4093.0,3782.8
Saskatchewan,Wholesale trade,2018,0.0,3906.4
Saskatchewan,Wholesale trade,2019,0.0,3866.2
Saskatchewan,Retail trade,2010,2638.0,2803.0
Saskatchewan,Retail trade,2011,2799.7,2896.5
Saskatchewan,Retail trade,2012,3011.9,3012.0
Saskatchewan,Retail trade,2013,3232.1,3239.8
Saskatchewan,Retail trade,2014,3274.5,3194.0
Saskatchewan,Retail trade,2015,3310.7,3157.2
Saskatchewan,Retail trade,2016,3380.6,3202.3
Saskatchewan,Retail trade,2017,3510.8,3273.7
Saskatchewan,Retail trade,2018,0.0,3239.0
Saskatchewan,Retail trade,2019,0.0,3214.9
Saskatchewan,Transportation and warehousing,2010,2822.8,3092.4
Saskatchewan,Transportation and warehousing,2011,3114.9,3276.0
Saskatchewan,Transportation and warehousing,2012,3270.7,3270.7
Saskatchewan,Transportation and warehousing,2013,3366.6,3245.9
Saskatchewan,Transportation and warehousing,2014,3563.0,3419.9
Saskatchewan,Transportation and warehousing,2015,3523.0,3506.2
Saskatchewan,Transportation and warehousing,2016,3378.3,3511.1
Saskatchewan,Transportation and warehousing,2017,3617.8,3847.0
Saskatchewan,Transportation and warehousing,2018,0.0,3943.5
Saskatchewan,Transportation and warehousing,2019,0.0,3901.3
Saskatchewan,Information and cultural industries,2010,1118.1,1157.6
Saskatchewan,Information and cultural industries,2011,1120.4,1138.0
Saskatchewan,Information and cultural industries,2012,1201.6,1201.6
Saskatchewan,Information and cultural industries,2013,1203.8,1160.9
Saskatchewan,Information and cultural industries,2014,1184.4,1169.7
Saskatchewan,Information and cultural industries,2015,1211.9,1228.1
Saskatchewan,Information and cultural industries,2016,1231.3,1293.6
Saskatchewan,Information and cultural industries,2017,1257.3,1250.2
Saskatchewan,Information and cultural industries,2018,0.0,1256.5
Saskatchewan,Information and cultural industries,2019,0.0,1288.1
Saskatchewan,Finance and insurance,2010,2134.5,2088.4
Saskatchewan,Finance and insurance,2011,2268.1,2209.3
Saskatchewan,Finance and insurance,2012,2266.5,2266.5
Saskatchewan,Finance and insurance,2013,2419.2,2324.6
Saskatchewan,Finance and insurance,2014,2579.4,2352.0
Saskatchewan,Finance and insurance,2015,2656.9,2421.8
Saskatchewan,Finance and insurance,2016,2686.5,2472.8
Saskatchewan,Finance and insurance,2017,2843.3,2606.4
Saskatchewan,Finance and insurance,2018,0.0,2621.1
Saskatchewan,Finance and insurance,2019,0.0,2685.2
Saskatchewan,Real estate and rental and leasing,2010,5748.8,6012.1
Saskatchewan,Real estate and rental and leasing,2011,6040.8,6195.5
Saskatchewan,Real estate and rental and leasing,2012,6437.6,6437.5
Saskatchewan,Real estate and rental and leasing,2013,6891.3,6695.7
Saskatchewan,Real estate and rental and leasing,2014,7264.5,6890.5
Saskatchewan,Real estate and rental and leasing,2015,7588.8,7177.1
Saskatchewan,Real estate and rental and leasing,2016,7755.3,7300.7
Saskatchewan,Real estate and rental and leasing,2017,7927.3,7490.8
Saskatchewan,Real estate and rental and leasing,2018,0.0,7644.9
